location,date,inc
17,2023-02-18,28
17,2023-02-25,31
17,2023-03-04,24
17,2023-03-11,16
17,2023-03-18,12
17,2023-03-25,30
17,2023-04-01,28
17,2023-04-08,25
17,2023-04-15,37
17,2023-04-22,25
17,2023-04-29,19
17,2023-05-06,24
17,2023-05-13,30
17,2023-05-20,25
17,2023-05-27,28
17,2023-06-03,22
17,2023-06-10,21
17,2023-06-17,21
17,2023-06-24,13
17,2023-07-01,8
17,2023-07-08,11
17,2023-07-15,10
17,2023-07-22,12
17,2023-07-29,10
17,2023-08-05,12
17,2023-08-12,13
17,2023-08-19,9
17,2023-08-26,12
17,2023-09-02,9
17,2023-09-09,15
17,2023-09-16,18
17,2023-09-23,20
17,2023-09-30,18
17,2023-10-07,21
17,2023-10-14,18
17,2023-10-21,27
17,2023-10-28,21
17,2023-11-04,34
17,2023-11-11,54
17,2023-11-18,72
17,2023-11-25,102
17,2023-12-02,165
17,2023-12-09,205
17,2023-12-16,254
17,2023-12-23,464
17,2023-12-30,577
17,2024-01-06,511
17,2024-01-13,380
17,2024-01-20,335
17,2024-01-27,275
17,2024-02-03,272
17,2024-02-10,250
17,2024-02-17,262
17,2024-02-24,299
17,2024-03-02,331
17,2024-03-09,269
17,2024-03-16,258
17,2024-03-23,216
17,2024-03-30,204
17,2024-04-06,182
17,2024-04-13,186
17,2024-04-20,122
17,2024-04-27,86
18,2020-01-04,NA
18,2020-01-11,NA
18,2020-01-18,NA
18,2020-01-25,NA
18,2020-02-01,NA
18,2020-02-08,NA
18,2020-02-15,NA
18,2020-02-22,NA
18,2020-02-29,NA
18,2020-03-07,NA
18,2020-03-14,NA
18,2020-03-21,NA
18,2020-03-28,NA
18,2020-04-04,NA
18,2020-04-11,NA
18,2020-04-18,NA
18,2020-04-25,NA
18,2020-05-02,NA
18,2020-05-09,NA
18,2020-05-16,NA
18,2020-05-23,NA
18,2020-05-30,NA
18,2020-06-06,NA
18,2020-06-13,NA
18,2020-06-20,NA
18,2020-06-27,NA
18,2020-07-04,NA
18,2020-07-11,NA
18,2020-07-18,NA
18,2020-07-25,NA
18,2020-08-01,NA
18,2020-08-08,NA
18,2020-08-15,NA
18,2020-08-22,NA
18,2020-08-29,NA
18,2020-09-05,NA
18,2020-09-12,NA
18,2020-09-19,NA
18,2020-09-26,NA
18,2020-10-03,NA
18,2020-10-10,NA
18,2020-10-17,NA
18,2020-10-24,NA
18,2020-10-31,0
18,2020-11-07,6
18,2020-11-14,8
18,2020-11-21,8
18,2020-11-28,5
18,2020-12-05,3
18,2020-12-12,6
18,2020-12-19,11
18,2020-12-26,12
18,2021-01-02,17
18,2021-01-09,9
18,2021-01-16,9
18,2021-01-23,9
18,2021-01-30,10
18,2021-02-06,11
18,2021-02-13,8
18,2021-02-20,10
18,2021-02-27,6
18,2021-03-06,4
18,2021-03-13,15
18,2021-03-20,10
18,2021-03-27,9
18,2021-04-03,55
18,2021-04-10,11
18,2021-04-17,15
18,2021-04-24,14
18,2021-05-01,9
18,2021-05-08,3
18,2021-05-15,3
18,2021-05-22,8
18,2021-05-29,4
18,2021-06-05,8
18,2021-06-12,5
18,2021-06-19,3
18,2021-06-26,11
18,2021-07-03,4
18,2021-07-10,8
18,2021-07-17,10
18,2021-07-24,11
18,2021-07-31,27
18,2021-08-07,29
18,2021-08-14,26
18,2021-08-21,35
18,2021-08-28,17
18,2021-09-04,25
18,2021-09-11,13
18,2021-09-18,15
18,2021-09-25,19
18,2021-10-02,16
18,2021-10-09,14
18,2021-10-16,10
18,2021-10-23,7
18,2021-10-30,16
18,2021-11-06,16
18,2021-11-13,9
18,2021-11-20,19
18,2021-11-27,18
18,2021-12-04,32
18,2021-12-11,34
18,2021-12-18,49
18,2021-12-25,103
18,2022-01-01,114
18,2022-01-08,60
18,2022-01-15,48
18,2022-01-22,29
18,2022-01-29,34
18,2022-02-05,35
18,2022-02-12,33
18,2022-02-19,55
18,2022-02-26,44
18,2022-03-05,62
18,2022-03-12,110
18,2022-03-19,120
18,2022-03-26,126
18,2022-04-02,116
18,2022-04-09,111
18,2022-04-16,94
18,2022-04-23,64
18,2022-04-30,74
18,2022-05-07,52
18,2022-05-14,38
18,2022-05-21,47
18,2022-05-28,34
18,2022-06-04,28
18,2022-06-11,11
18,2022-06-18,21
18,2022-06-25,23
18,2022-07-02,18
18,2022-07-09,10
18,2022-07-16,13
18,2022-07-23,7
18,2022-07-30,15
18,2022-08-06,14
18,2022-08-13,5
18,2022-08-20,11
18,2022-08-27,15
18,2022-09-03,20
18,2022-09-10,26
18,2022-09-17,26
18,2022-09-24,32
18,2022-10-01,38
18,2022-10-08,46
18,2022-10-15,56
18,2022-10-22,70
18,2022-10-29,103
18,2022-11-05,143
18,2022-11-12,136
18,2022-11-19,235
18,2022-11-26,457
18,2022-12-03,833
18,2022-12-10,850
18,2022-12-17,681
18,2022-12-24,621
18,2022-12-31,567
18,2023-01-07,365
18,2023-01-14,173
18,2023-01-21,100
18,2023-01-28,71
18,2023-02-04,41
18,2023-02-11,41
18,2023-02-18,33
18,2023-02-25,42
18,2023-03-04,45
18,2023-03-11,32
18,2023-03-18,35
18,2023-03-25,21
18,2023-04-01,39
18,2023-04-08,18
18,2023-04-15,17
18,2023-04-22,10
18,2023-04-29,18
18,2023-05-06,21
18,2023-05-13,18
18,2023-05-20,19
18,2023-05-27,16
18,2023-06-03,15
18,2023-06-10,13
18,2023-06-17,13
18,2023-06-24,5
18,2023-07-01,9
18,2023-07-08,2
18,2023-07-15,2
18,2023-07-22,4
18,2023-07-29,4
18,2023-08-05,7
18,2023-08-12,9
18,2023-08-19,3
18,2023-08-26,11
18,2023-09-02,6
18,2023-09-09,5
18,2023-09-16,9
18,2023-09-23,14
18,2023-09-30,13
18,2023-10-07,8
18,2023-10-14,23
18,2023-10-21,25
18,2023-10-28,33
18,2023-11-04,39
18,2023-11-11,47
18,2023-11-18,87
18,2023-11-25,84
18,2023-12-02,138
18,2023-12-09,146
18,2023-12-16,207
18,2023-12-23,286
18,2023-12-30,429
18,2024-01-06,461
18,2024-01-13,403
18,2024-01-20,335
18,2024-01-27,335
18,2024-02-03,367
18,2024-02-10,371
18,2024-02-17,349
18,2024-02-24,346
18,2024-03-02,323
18,2024-03-09,338
18,2024-03-16,255
18,2024-03-23,149
18,2024-03-30,156
18,2024-04-06,153
18,2024-04-13,104
18,2024-04-20,55
18,2024-04-27,43
19,2020-03-07,NA
19,2020-03-14,NA
19,2020-03-21,NA
19,2020-03-28,NA
19,2020-04-04,NA
19,2020-04-11,NA
19,2020-04-18,NA
19,2020-04-25,NA
19,2020-05-02,NA
19,2020-05-09,NA
19,2020-05-16,NA
19,2020-05-23,NA
19,2020-05-30,NA
19,2020-06-06,NA
19,2020-06-13,NA
19,2020-06-20,NA
19,2020-06-27,NA
19,2020-07-04,NA
19,2020-07-11,NA
19,2020-07-18,NA
19,2020-07-25,NA
19,2020-08-01,NA
19,2020-08-08,NA
19,2020-08-15,NA
19,2020-08-22,NA
19,2020-08-29,NA
19,2020-09-05,NA
19,2020-09-12,NA
19,2020-09-19,NA
19,2020-09-26,NA
19,2020-10-03,NA
19,2020-10-10,NA
19,2020-10-17,NA
19,2020-10-24,NA
19,2020-10-31,2
19,2020-11-07,9
19,2020-11-14,16
19,2020-11-21,4
19,2020-11-28,8
19,2020-12-05,5
19,2020-12-12,4
19,2020-12-19,4
19,2020-12-26,2
19,2021-01-02,7
19,2021-01-09,2
19,2021-01-16,7
19,2021-01-23,1
19,2021-01-30,3
19,2021-02-06,2
19,2021-02-13,1
19,2021-02-20,4
19,2021-02-27,0
19,2021-03-06,0
19,2021-03-13,2
19,2021-03-20,0
19,2021-03-27,10
19,2021-04-03,3
19,2021-04-10,1
19,2021-04-17,13
19,2021-04-24,2
19,2021-05-01,2
19,2021-05-08,2
19,2021-05-15,0
19,2021-05-22,1
19,2021-05-29,1
19,2021-06-05,0
19,2021-06-12,1
19,2021-06-19,0
19,2021-06-26,0
19,2021-07-03,0
19,2021-07-10,0
19,2021-07-17,0
19,2021-07-24,0
19,2021-07-31,0
19,2021-08-07,2
19,2021-08-14,0
19,2021-08-21,3
19,2021-08-28,0
19,2021-09-04,0
19,2021-09-11,1
19,2021-09-18,0
19,2021-09-25,9
19,2021-10-02,0
19,2021-10-09,0
19,2021-10-16,0
19,2021-10-23,0
19,2021-10-30,0
19,2021-11-06,1
19,2021-11-13,0
19,2021-11-20,1
19,2021-11-27,2
19,2021-12-04,1
19,2021-12-11,3
19,2021-12-18,3
19,2021-12-25,4
19,2022-01-01,12
19,2022-01-08,16
19,2022-01-15,12
19,2022-01-22,12
19,2022-01-29,7
19,2022-02-05,16
19,2022-02-12,46
19,2022-02-19,45
19,2022-02-26,62
19,2022-03-05,58
19,2022-03-12,55
19,2022-03-19,49
19,2022-03-26,43
19,2022-04-02,36
19,2022-04-09,25
19,2022-04-16,25
19,2022-04-23,21
19,2022-04-30,17
19,2022-05-07,20
19,2022-05-14,17
19,2022-05-21,11
19,2022-05-28,6
19,2022-06-04,6
19,2022-06-11,9
19,2022-06-18,6
19,2022-06-25,6
19,2022-07-02,4
19,2022-07-09,4
19,2022-07-16,0
19,2022-07-23,1
19,2022-07-30,0
19,2022-08-06,1
19,2022-08-13,1
19,2022-08-20,4
19,2022-08-27,1
19,2022-09-03,3
19,2022-09-10,0
19,2022-09-17,1
19,2022-09-24,2
19,2022-10-01,9
19,2022-10-08,6
19,2022-10-15,7
19,2022-10-22,9
19,2022-10-29,17
19,2022-11-05,18
19,2022-11-12,20
19,2022-11-19,37
19,2022-11-26,104
19,2022-12-03,210
19,2022-12-10,233
19,2022-12-17,333
19,2022-12-24,330
19,2022-12-31,320
19,2023-01-07,218
19,2023-01-14,96
19,2023-01-21,43
19,2023-01-28,47
19,2023-02-04,13
19,2023-02-11,15
19,2023-02-18,9
19,2023-02-25,11
19,2023-03-04,6
19,2023-03-11,12
19,2023-03-18,7
19,2023-03-25,7
19,2023-04-01,4
19,2023-04-08,2
19,2023-04-15,5
19,2023-04-22,0
19,2023-04-29,12
19,2023-05-06,5
19,2023-05-13,5
19,2023-05-20,3
19,2023-05-27,4
19,2023-06-03,0
19,2023-06-10,4
19,2023-06-17,2
19,2023-06-24,1
19,2023-07-01,2
19,2023-07-08,2
19,2023-07-15,0
19,2023-07-22,2
19,2023-07-29,0
19,2023-08-05,1
19,2023-08-12,0
19,2023-08-19,2
19,2023-08-26,2
19,2023-09-02,4
19,2023-09-09,1
19,2023-09-16,0
19,2023-09-23,0
19,2023-09-30,4
19,2023-10-07,3
19,2023-10-14,1
19,2023-10-21,4
19,2023-10-28,4
19,2023-11-04,10
19,2023-11-11,13
19,2023-11-18,14
19,2023-11-25,27
19,2023-12-02,44
19,2023-12-09,44
19,2023-12-16,50
19,2023-12-23,90
19,2023-12-30,99
19,2024-01-06,94
19,2024-01-13,84
19,2024-01-20,95
19,2024-01-27,76
19,2024-02-03,107
19,2024-02-10,112
19,2024-02-17,124
19,2024-02-24,157
19,2024-03-02,180
19,2024-03-09,178
19,2024-03-16,115
19,2024-03-23,94
19,2024-03-30,90
19,2024-04-06,82
19,2024-04-13,63
19,2024-04-20,53
19,2024-04-27,22
20,2020-02-01,NA
20,2020-02-08,NA
20,2020-02-15,NA
20,2020-02-22,NA
20,2020-02-29,NA
20,2020-03-07,NA
20,2020-03-14,NA
20,2020-03-21,NA
20,2020-03-28,NA
20,2020-04-04,NA
20,2020-04-11,NA
20,2020-04-18,NA
20,2020-04-25,NA
20,2020-05-02,NA
20,2020-05-09,NA
20,2020-05-16,NA
20,2020-05-23,NA
20,2020-05-30,NA
20,2020-06-06,NA
20,2020-06-13,NA
20,2020-06-20,NA
20,2020-06-27,NA
20,2020-07-04,NA
20,2020-07-11,NA
20,2020-07-18,NA
20,2020-07-25,NA
20,2020-08-01,NA
20,2020-08-08,NA
20,2020-08-15,NA
20,2020-08-22,NA
20,2020-08-29,NA
20,2020-09-05,NA
20,2020-09-12,NA
20,2020-09-19,NA
20,2020-09-26,NA
20,2020-10-03,0
20,2020-10-10,NA
20,2020-10-17,NA
20,2020-10-24,6
20,2020-10-31,8
20,2020-11-07,3
20,2020-11-14,3
20,2020-11-21,4
20,2020-11-28,4
20,2020-12-05,7
20,2020-12-12,4
20,2020-12-19,23
20,2020-12-26,5
20,2021-01-02,13
20,2021-01-09,9
20,2021-01-16,10
20,2021-01-23,2
20,2021-01-30,13
20,2021-02-06,3
20,2021-02-13,4
20,2021-02-20,5
20,2021-02-27,8
20,2021-03-06,6
20,2021-03-13,19
20,2021-03-20,3
20,2021-03-27,1
20,2021-04-03,6
20,2021-04-10,7
20,2021-04-17,7
20,2021-04-24,9
20,2021-05-01,5
20,2021-05-08,10
20,2021-05-15,0
20,2021-05-22,6
20,2021-05-29,1
20,2021-06-05,0
20,2021-06-12,0
20,2021-06-19,0
20,2021-06-26,3
20,2021-07-03,2
20,2021-07-10,0
20,2021-07-17,8
20,2021-07-24,2
20,2021-07-31,3
20,2021-08-07,5
20,2021-08-14,1
20,2021-08-21,1
20,2021-08-28,3
20,2021-09-04,5
20,2021-09-11,1
20,2021-09-18,0
20,2021-09-25,2
20,2021-10-02,4
20,2021-10-09,8
20,2021-10-16,11
20,2021-10-23,12
20,2021-10-30,3
20,2021-11-06,0
20,2021-11-13,7
20,2021-11-20,5
20,2021-11-27,4
20,2021-12-04,5
20,2021-12-11,8
20,2021-12-18,14
20,2021-12-25,20
20,2022-01-01,32
20,2022-01-08,48
20,2022-01-15,34
20,2022-01-22,22
20,2022-01-29,8
20,2022-02-05,9
20,2022-02-12,14
20,2022-02-19,31
20,2022-02-26,38
20,2022-03-05,29
20,2022-03-12,44
20,2022-03-19,34
20,2022-03-26,44
20,2022-04-02,29
20,2022-04-09,35
20,2022-04-16,22
20,2022-04-23,28
20,2022-04-30,23
20,2022-05-07,15
20,2022-05-14,10
20,2022-05-21,7
20,2022-05-28,3
20,2022-06-04,3
20,2022-06-11,3
20,2022-06-18,1
20,2022-06-25,4
20,2022-07-02,4
20,2022-07-09,3
20,2022-07-16,1
20,2022-07-23,4
20,2022-07-30,5
20,2022-08-06,2
20,2022-08-13,2
20,2022-08-20,3
20,2022-08-27,1
20,2022-09-03,2
20,2022-09-10,1
20,2022-09-17,0
20,2022-09-24,1
20,2022-10-01,3
20,2022-10-08,7
20,2022-10-15,4
20,2022-10-22,17
20,2022-10-29,20
20,2022-11-05,35
20,2022-11-12,45
20,2022-11-19,65
20,2022-11-26,156
20,2022-12-03,305
20,2022-12-10,261
20,2022-12-17,232
20,2022-12-24,187
20,2022-12-31,186
20,2023-01-07,126
20,2023-01-14,55
20,2023-01-21,41
20,2023-01-28,23
20,2023-02-04,12
20,2023-02-11,10
20,2023-02-18,3
20,2023-02-25,9
20,2023-03-04,4
20,2023-03-11,6
20,2023-03-18,8
20,2023-03-25,6
20,2023-04-01,9
20,2023-04-08,5
20,2023-04-15,8
20,2023-04-22,2
20,2023-04-29,2
20,2023-05-06,3
20,2023-05-13,2
20,2023-05-20,5
20,2023-05-27,3
20,2023-06-03,4
20,2023-06-10,4
20,2023-06-17,2
20,2023-06-24,2
20,2023-07-01,3
20,2023-07-08,1
20,2023-07-15,4
20,2023-07-22,0
20,2023-07-29,2
20,2023-08-05,1
20,2023-08-12,2
20,2023-08-19,1
20,2023-08-26,2
20,2023-09-02,3
20,2023-09-09,7
20,2023-09-16,3
20,2023-09-23,4
20,2023-09-30,6
20,2023-10-07,15
20,2023-10-14,4
20,2023-10-21,7
20,2023-10-28,5
20,2023-11-04,6
20,2023-11-11,10
20,2023-11-18,18
20,2023-11-25,30
20,2023-12-02,37
20,2023-12-09,37
20,2023-12-16,43
20,2023-12-23,91
20,2023-12-30,93
20,2024-01-06,93
20,2024-01-13,100
20,2024-01-20,66
20,2024-01-27,68
20,2024-02-03,157
20,2024-02-10,175
20,2024-02-17,175
20,2024-02-24,86
20,2024-03-02,88
20,2024-03-09,92
20,2024-03-16,103
20,2024-03-23,66
20,2024-03-30,70
20,2024-04-06,42
20,2024-04-13,27
20,2024-04-20,44
20,2024-04-27,27
21,2020-03-07,NA
21,2020-03-14,NA
21,2020-03-21,NA
21,2020-03-28,NA
21,2020-04-04,NA
21,2020-04-11,NA
21,2020-04-18,NA
21,2020-04-25,NA
21,2020-05-02,NA
21,2020-05-09,NA
21,2020-05-16,NA
21,2020-05-23,NA
21,2020-05-30,NA
21,2020-06-06,NA
21,2020-06-13,NA
21,2020-06-20,NA
21,2020-06-27,NA
21,2020-07-04,NA
21,2020-07-11,NA
21,2020-07-18,NA
21,2020-07-25,NA
21,2020-08-01,NA
21,2020-08-08,NA
21,2020-08-15,NA
21,2020-08-22,NA
21,2020-08-29,NA
21,2020-09-05,NA
21,2020-09-12,NA
21,2020-09-19,NA
21,2020-09-26,NA
21,2020-10-03,NA
21,2020-10-10,NA
21,2020-10-17,NA
21,2020-10-24,NA
21,2020-10-31,6
21,2020-11-07,11
21,2020-11-14,12
21,2020-11-21,10
21,2020-11-28,13
21,2020-12-05,20
21,2020-12-12,12
21,2020-12-19,41
21,2020-12-26,28
21,2021-01-02,10
21,2021-01-09,8
21,2021-01-16,6
21,2021-01-23,7
21,2021-01-30,21
21,2021-02-06,8
21,2021-02-13,7
21,2021-02-20,5
21,2021-02-27,18
21,2021-03-06,26
21,2021-03-13,14
21,2021-03-20,6
21,2021-03-27,6
21,2021-04-03,3
21,2021-04-10,5
21,2021-04-17,3
21,2021-04-24,4
21,2021-05-01,2
21,2021-05-08,3
21,2021-05-15,1
21,2021-05-22,10
21,2021-05-29,7
21,2021-06-05,2
21,2021-06-12,3
21,2021-06-19,1
21,2021-06-26,1
21,2021-07-03,0
21,2021-07-10,4
21,2021-07-17,1
21,2021-07-24,4
21,2021-07-31,5
21,2021-08-07,4
21,2021-08-14,4
21,2021-08-21,9
21,2021-08-28,1
21,2021-09-04,4
21,2021-09-11,4
21,2021-09-18,2
21,2021-09-25,7
21,2021-10-02,2
21,2021-10-09,8
21,2021-10-16,6
21,2021-10-23,1
21,2021-10-30,7
21,2021-11-06,5
21,2021-11-13,8
21,2021-11-20,11
21,2021-11-27,7
21,2021-12-04,4
21,2021-12-11,6
21,2021-12-18,10
21,2021-12-25,11
21,2022-01-01,11
21,2022-01-08,5
21,2022-01-15,15
21,2022-01-22,24
21,2022-01-29,24
21,2022-02-05,14
21,2022-02-12,15
21,2022-02-19,20
21,2022-02-26,28
21,2022-03-05,21
21,2022-03-12,33
21,2022-03-19,39
21,2022-03-26,45
21,2022-04-02,51
21,2022-04-09,90
21,2022-04-16,97
21,2022-04-23,79
21,2022-04-30,98
21,2022-05-07,60
21,2022-05-14,46
21,2022-05-21,45
21,2022-05-28,27
21,2022-06-04,26
21,2022-06-11,26
21,2022-06-18,7
21,2022-06-25,16
21,2022-07-02,4
21,2022-07-09,8
21,2022-07-16,8
21,2022-07-23,4
21,2022-07-30,7
21,2022-08-06,7
21,2022-08-13,8
21,2022-08-20,6
21,2022-08-27,4
21,2022-09-03,7
21,2022-09-10,18
21,2022-09-17,5
21,2022-09-24,10
21,2022-10-01,4
21,2022-10-08,7
21,2022-10-15,23
21,2022-10-22,13
21,2022-10-29,66
21,2022-11-05,124
21,2022-11-12,223
21,2022-11-19,291
21,2022-11-26,521
21,2022-12-03,852
21,2022-12-10,710
21,2022-12-17,437
21,2022-12-24,281
21,2022-12-31,243
21,2023-01-07,133
21,2023-01-14,63
21,2023-01-21,35
21,2023-01-28,34
21,2023-02-04,16
21,2023-02-11,29
21,2023-02-18,22
21,2023-02-25,11
21,2023-03-04,12
21,2023-03-11,15
21,2023-03-18,26
21,2023-03-25,14
21,2023-04-01,16
21,2023-04-08,19
21,2023-04-15,14
21,2023-04-22,12
21,2023-04-29,4
21,2023-05-06,16
21,2023-05-13,15
21,2023-05-20,11
21,2023-05-27,11
21,2023-06-03,5
21,2023-06-10,10
21,2023-06-17,8
21,2023-06-24,6
21,2023-07-01,5
21,2023-07-08,8
21,2023-07-15,6
21,2023-07-22,3
21,2023-07-29,9
21,2023-08-05,9
21,2023-08-12,5
21,2023-08-19,12
21,2023-08-26,7
21,2023-09-02,10
21,2023-09-09,19
21,2023-09-16,5
21,2023-09-23,13
21,2023-09-30,14
21,2023-10-07,12
21,2023-10-14,23
21,2023-10-21,20
21,2023-10-28,23
21,2023-11-04,21
21,2023-11-11,33
21,2023-11-18,18
21,2023-11-25,37
21,2023-12-02,58
21,2023-12-09,48
21,2023-12-16,87
21,2023-12-23,137
21,2023-12-30,261
21,2024-01-06,296
21,2024-01-13,240
21,2024-01-20,197
21,2024-01-27,255
21,2024-02-03,226
21,2024-02-10,284
21,2024-02-17,282
21,2024-02-24,281
21,2024-03-02,297
21,2024-03-09,194
21,2024-03-16,142
21,2024-03-23,129
21,2024-03-30,120
21,2024-04-06,102
21,2024-04-13,67
21,2024-04-20,47
21,2024-04-27,25
22,2020-01-04,NA
22,2020-01-11,NA
22,2020-03-07,NA
22,2020-03-14,NA
22,2020-03-21,NA
22,2020-03-28,NA
22,2020-04-04,NA
22,2020-04-11,NA
22,2020-04-18,NA
22,2020-04-25,NA
22,2020-05-02,NA
22,2020-05-09,NA
22,2020-05-16,NA
22,2020-05-23,NA
22,2020-05-30,NA
22,2020-06-06,NA
22,2020-06-13,NA
22,2020-06-20,NA
22,2020-06-27,NA
22,2020-07-04,NA
22,2020-07-11,NA
22,2020-07-18,NA
22,2020-07-25,NA
22,2020-08-01,NA
22,2020-08-08,NA
22,2020-08-15,NA
22,2020-08-22,NA
22,2020-08-29,NA
22,2020-09-05,NA
22,2020-09-12,NA
22,2020-09-19,NA
22,2020-09-26,NA
22,2020-10-03,NA
22,2020-10-10,NA
22,2020-10-17,NA
22,2020-10-24,NA
22,2020-10-31,0
22,2020-11-07,3
22,2020-11-14,10
22,2020-11-21,3
22,2020-11-28,5
22,2020-12-05,5
22,2020-12-12,13
22,2020-12-19,10
22,2020-12-26,9
22,2021-01-02,8
22,2021-01-09,2
22,2021-01-16,2
22,2021-01-23,8
22,2021-01-30,11
22,2021-02-06,6
22,2021-02-13,5
22,2021-02-20,3
22,2021-02-27,8
22,2021-03-06,5
22,2021-03-13,7
22,2021-03-20,1
22,2021-03-27,4
22,2021-04-03,4
22,2021-04-10,6
22,2021-04-17,3
22,2021-04-24,7
22,2021-05-01,2
22,2021-05-08,3
22,2021-05-15,2
22,2021-05-22,4
22,2021-05-29,6
22,2021-06-05,9
22,2021-06-12,8
22,2021-06-19,10
22,2021-06-26,4
22,2021-07-03,3
22,2021-07-10,10
22,2021-07-17,13
22,2021-07-24,1
22,2021-07-31,12
22,2021-08-07,19
22,2021-08-14,8
22,2021-08-21,1
22,2021-08-28,10
22,2021-09-04,6
22,2021-09-11,2
22,2021-09-18,3
22,2021-09-25,5
22,2021-10-02,9
22,2021-10-09,7
22,2021-10-16,12
22,2021-10-23,9
22,2021-10-30,1
22,2021-11-06,6
22,2021-11-13,8
22,2021-11-20,1
22,2021-11-27,6
22,2021-12-04,16
22,2021-12-11,30
22,2021-12-18,35
22,2021-12-25,39
22,2022-01-01,64
22,2022-01-08,25
22,2022-01-15,13
22,2022-01-22,3
22,2022-01-29,12
22,2022-02-05,25
22,2022-02-12,20
22,2022-02-19,39
22,2022-02-26,34
22,2022-03-05,31
22,2022-03-12,35
22,2022-03-19,45
22,2022-03-26,44
22,2022-04-02,47
22,2022-04-09,28
22,2022-04-16,41
22,2022-04-23,43
22,2022-04-30,17
22,2022-05-07,23
22,2022-05-14,21
22,2022-05-21,21
22,2022-05-28,9
22,2022-06-04,12
22,2022-06-11,24
22,2022-06-18,14
22,2022-06-25,9
22,2022-07-02,5
22,2022-07-09,2
22,2022-07-16,5
22,2022-07-23,15
22,2022-07-30,2
22,2022-08-06,5
22,2022-08-13,7
22,2022-08-20,7
22,2022-08-27,8
22,2022-09-03,8
22,2022-09-10,15
22,2022-09-17,20
22,2022-09-24,20
22,2022-10-01,39
22,2022-10-08,41
22,2022-10-15,69
22,2022-10-22,97
22,2022-10-29,176
22,2022-11-05,180
22,2022-11-12,167
22,2022-11-19,173
22,2022-11-26,217
22,2022-12-03,297
22,2022-12-10,277
22,2022-12-17,139
22,2022-12-24,155
22,2022-12-31,166
22,2023-01-07,172
22,2023-01-14,85
22,2023-01-21,83
22,2023-01-28,42
22,2023-02-04,34
22,2023-02-11,50
22,2023-02-18,33
22,2023-02-25,22
22,2023-03-04,25
22,2023-03-11,22
22,2023-03-18,21
22,2023-03-25,24
22,2023-04-01,27
22,2023-04-08,18
22,2023-04-15,14
22,2023-04-22,25
22,2023-04-29,21
22,2023-05-06,10
22,2023-05-13,18
22,2023-05-20,17
22,2023-05-27,11
22,2023-06-03,14
22,2023-06-10,14
22,2023-06-17,10
22,2023-06-24,8
22,2023-07-01,16
22,2023-07-08,13
22,2023-07-15,6
22,2023-07-22,7
22,2023-07-29,12
22,2023-08-05,11
22,2023-08-12,7
22,2023-08-19,11
22,2023-08-26,11
22,2023-09-02,14
22,2023-09-09,11
22,2023-09-16,13
22,2023-09-23,18
22,2023-09-30,16
22,2023-10-07,19
22,2023-10-14,28
22,2023-10-21,31
22,2023-10-28,46
22,2023-11-04,40
22,2023-11-11,65
22,2023-11-18,96
22,2023-11-25,119
22,2023-12-02,122
22,2023-12-09,158
22,2023-12-16,179
22,2023-12-23,307
22,2023-12-30,381
22,2024-01-06,307
22,2024-01-13,254
22,2024-01-20,141
22,2024-01-27,130
22,2024-02-03,121
22,2024-02-10,97
22,2024-02-17,85
22,2024-02-24,95
22,2024-03-02,78
22,2024-03-09,55
22,2024-03-16,40
22,2024-03-23,33
22,2024-03-30,48
22,2024-04-06,34
22,2024-04-13,30
22,2024-04-20,25
22,2024-04-27,17
23,2020-03-07,NA
23,2020-03-14,NA
23,2020-03-21,NA
23,2020-03-28,NA
23,2020-04-04,NA
23,2020-04-11,NA
23,2020-04-18,NA
23,2020-04-25,NA
23,2020-05-02,NA
23,2020-05-09,NA
23,2020-05-16,NA
23,2020-05-23,NA
23,2020-05-30,NA
23,2020-06-06,NA
23,2020-06-13,NA
23,2020-06-20,NA
23,2020-06-27,NA
23,2020-07-04,NA
23,2020-07-11,0
23,2020-07-18,0
23,2020-07-25,0
23,2020-08-01,0
23,2020-08-08,0
23,2020-08-15,0
23,2020-08-22,0
23,2020-08-29,0
23,2020-09-05,0
23,2020-09-12,0
23,2020-09-19,0
23,2020-09-26,0
23,2020-10-03,0
23,2020-10-10,0
23,2020-10-17,0
23,2020-10-24,0
23,2020-10-31,0
23,2020-11-07,0
23,2020-11-14,0
23,2020-11-21,0
23,2020-11-28,0
23,2020-12-05,0
23,2020-12-12,0
23,2020-12-19,0
23,2020-12-26,1
23,2021-01-02,0
23,2021-01-09,0
23,2021-01-16,0
23,2021-01-23,0
23,2021-01-30,0
23,2021-02-06,0
23,2021-02-13,1
23,2021-02-20,1
23,2021-02-27,0
23,2021-03-06,2
23,2021-03-13,0
23,2021-03-20,1
23,2021-03-27,0
23,2021-04-03,0
23,2021-04-10,4
23,2021-04-17,1
23,2021-04-24,0
23,2021-05-01,0
23,2021-05-08,1
23,2021-05-15,0
23,2021-05-22,0
23,2021-05-29,0
23,2021-06-05,0
23,2021-06-12,0
23,2021-06-19,0
23,2021-06-26,0
23,2021-07-03,0
23,2021-07-10,0
23,2021-07-17,0
23,2021-07-24,0
23,2021-07-31,0
23,2021-08-07,0
23,2021-08-14,0
23,2021-08-21,0
23,2021-08-28,0
23,2021-09-04,0
23,2021-09-11,0
23,2021-09-18,0
23,2021-09-25,0
23,2021-10-02,0
23,2021-10-09,0
23,2021-10-16,1
23,2021-10-23,0
23,2021-10-30,0
23,2021-11-06,0
23,2021-11-13,0
